>,-0.23646504,
<,2.3558044,
.,11.14,
>,0.19096653,
<,2.4523983,
.,11.3625,
>,0.29664326,
<,5.6249566,
.,11.19,
>,0.165752,
<,2.322994,
.,11.5625,
>,-0.04202937,
<,1.9004705,
.,11.4675,
>,0.08403811,
<,1.2056303,
.,11.8075,
>,0.09381042,
<,1.2011063,
.,11.745,
>,0.097918354,
<,2.129275,
.,11.74,
>,-0.122790344,
<,3.1678414,
.,12.03,
>,-0.29017705,
<,2.4233613,
.,11.9225,
>,0.33558372,
<,1.8293024,
.,11.1325,
>,0.3406155,
<,3.0302489,
.,12.005,
>,-0.17643087,
<,2.6858478,
.,11.64,
>,-0.1251064,
<,2.2151794,
.,11.8275,
>,0.19984809,
<,2.6773727,
.,12.01,
>,-0.052839827,
<,4.2951,
.,11.32,
>,-0.13552526,
<,2.745062,
.,12.0475,
>,0.20203996,
<,3.406622,
.,11.6825,
>,0.06289508,
<,2.040723,
.,11.1925,
>,0.28464454,
<,1.7757578,
.,11.2325,
>,0.40568691,
<,1.6773793,
.,11.2875,
>,0.24239586,
<,2.8218818,
.,10.86,
>,-0.084565416,
<,1.907592,
.,11.9375,
>,0.3811562,
<,2.2404943,
.,11.325,
>,-0.17781016,
<,1.7804093,
.,11.1,
>,-0.2779635,
<,1.4632423,
.,11.975,
>,0.1143181,
<,1.9749726,
.,11.7625,
>,-0.06966763,
<,2.1871157,
.,11.465,
>,0.018276673,
<,1.2368116,
.,11.5675,
>,-0.18268241,
<,2.820181,
.,11.4,
>,0.04183061,
<,2.4317122,
.,10.8075,
>,0.2267629,
<,3.190016,
.,11.5125,
>,0.009809668,
<,2.5289702,
.,11.175,
>,0.34354407,
<,3.2658978,
.,11.665,
>,-0.00611299,
<,3.816122,
.,12.03,
>,0.004510158,
<,2.1422496,
.,11.67,
>,0.032236747,
<,1.4323597,
.,12.585,
MAX REWD: 12.585 REWD_ID: 180,
>,0.07932688,
<,1.5172129,
.,11.9075,
>,-0.1249012,
<,2.6894271,
.,11.4475,
>,-0.064537644,
<,2.7238088,
.,11.0925,
>,0.35731083,
<,2.75036,
.,11.4425,
>,0.17688769,
<,4.787926,
.,11.6375,
>,-0.0505256,
<,2.2543359,
.,11.7875,
>,-0.08165862,
<,1.2939544,
.,11.69,
>,0.27809715,
<,2.2158113,
.,11.1725,
>,-0.22360542,
<,1.2881587,
.,12.0425,
>,0.3743754,
<,4.366986,
.,11.595,
>,0.08339396,
<,2.3126163,
.,11.7,
>,0.12311029,
<,1.5509021,
.,11.89,
>,0.4349638,
<,3.1855233,
.,11.46,
>,0.037476163,
<,3.0092907,
.,10.4725,
>,-0.24982736,
<,2.3170497,
.,11.815,
>,-0.12925217,
<,2.52118,
.,12.78,
MAX REWD: 12.78 REWD_ID: 196,
>,-0.09750371,
<,2.98759,
.,11.6525,
>,-0.2095351,
<,2.3541443,
.,11.445,
>,-0.019368462,
<,1.7184029,
.,11.1175,
>,-0.116125904,
<,2.5578747,
.,12.0375,
>,-0.048945297,
<,1.6272476,
.,12.6225,
>,-0.19645208,
<,2.3849328,
.,11.6375,
>,0.22033356,
<,2.0559006,
.,11.3675,
>,0.07472339,
<,1.8304476,
.,11.4425,
>,0.04041079,
<,2.201008,
.,11.3375,
>,0.20952462,
<,3.3272667,
.,11.6875,
>,-0.13752125,
<,1.9627042,
.,11.3125,
>,-0.0876556,
<,2.655355,
.,11.0375,
>,-0.29968068,
<,2.3862884,
.,11.58,
>,-0.18440825,
<,2.0852618,
.,11.6675,
>,-0.062585,
<,1.9660509,
.,11.68,
>,-0.0063575692,
<,1.9539413,
.,11.605,
>,0.20608354,
<,3.1754847,
.,11.6225,
>,-0.21440598,
<,2.2608457,
.,11.2325,
>,-0.17275585,
<,3.1495242,
.,11.545,
>,0.04051312,
<,3.4349844,
.,12.63,
>,0.3355819,
<,4.194264,
.,11.7275,
>,-0.2864985,
<,2.3042703,
.,10.955,
>,-0.11458036,
<,2.224966,
.,11.025,
>,-0.18951026,
<,0.6773946,
.,12.435,
>,-0.040025696,
<,1.9626677,
.,12.39,
>,0.09227354,
<,1.4508418,
.,11.52,
>,-0.105462655,
<,1.3609347,
.,11.4825,
>,-0.116103515,
<,1.1173506,
.,11.4675,
>,0.10008028,
<,1.0065346,
.,11.7725,
>,0.2829542,
<,2.141502,
.,11.2025,
>,-0.352429,
<,3.1511502,
.,11.91,
>,0.1498342,
<,1.4656794,
.,11.175,
>,-0.10444838,
<,2.4555411,
.,12.1,
>,-0.050053682,
<,2.3453932,
.,11.715,
>,0.40421733,
<,1.3609109,
.,11.6175,
>,0.14814197,
<,2.1482992,
.,12.01,
>,0.17140509,
<,2.6114306,
.,11.595,
>,-0.14165738,
<,2.609429,
.,12.0125,
>,-0.1088659,
<,1.608237,
.,12.115,
>,0.10687399,
<,2.618659,
.,12.1475,
>,-0.22008084,
<,2.6619604,
.,11.8375,
>,0.040736362,
<,3.1899786,
.,11.3175,
>,0.007852043,
<,2.7874355,
.,11.495,
>,-0.034697592,
<,1.5972676,
.,12.0025,
>,-0.30623037,
<,1.9639649,
.,12.5,
>,0.14609425,
<,3.1615806,
.,11.485,
>,-0.114594564,
<,2.3856,
.,11.73,
>,-0.018681297,
<,1.8513625,
.,11.925,
>,-0.13355371,
<,2.1299295,
.,11.5325,
>,-0.03825077,
<,3.2172365,
.,11.395,
>,0.28229427,
<,1.7396781,
.,11.545,
>,0.006968922,
<,1.3233593,
.,11.4925,
>,0.024888676,
<,2.2437732,
.,11.7325,
>,-0.01472376,
<,3.39017,
.,12.185,
>,-0.043480758,
<,2.9001992,
.,11.4725,
>,0.06602325,
<,1.6879437,
.,11.46,
>,-0.10773829,
<,1.0082917,
.,11.7775,
>,0.11989423,
<,1.9898512,
.,11.5975,
>,-0.07541537,
<,2.3689358,
.,12.1275,
>,-0.05261074,
<,1.7761375,
.,11.715,
>,0.16449209,
<,3.534837,
.,11.8625,
>,-0.103022754,
<,2.251781,
.,11.3325,
>,-0.21417402,
<,3.2727609,
.,11.625,
>,-0.029249102,
<,1.8764267,
.,12.335,
>,-0.11809031,
<,2.731463,
.,12.96,
MAX REWD: 12.96 REWD_ID: 261,
>,0.0064133406,
<,2.5765014,
.,11.6975,
>,-0.209529,
<,2.1769247,
.,12.0975,
>,0.08963573,
<,2.0363111,
.,11.2525,
>,0.047532246,
<,1.4282501,
.,11.2775,
>,-0.01710942,
<,1.5714004,
.,12.415,
>,-0.10155296,
<,2.3270037,
.,11.8,
>,0.077997446,
<,1.6793458,
.,11.7025,
>,-0.12219239,
<,1.7381939,
.,11.9225,
>,-0.044851318,
<,2.0470603,
.,12.3,
>,0.3741489,
<,2.2269578,
.,11.145,
>,-0.18770352,
<,1.80602,
.,11.085,
>,-0.0526813,
<,2.1603036,
.,11.84,
>,0.25231656,
<,1.8907042,
.,11.4375,
>,-0.10832368,
<,2.04835,
.,12.015,
>,-0.061208993,
<,2.1585374,
.,11.4675,
>,-0.25496626,
<,3.9958644,
.,11.4075,
>,-0.04852424,
<,4.2477465,
.,11.8575,
>,-0.03936003,
<,4.549347,
.,11.4575,
>,-0.04534413,
<,3.2797422,
.,11.5425,
>,0.14955571,
<,2.1490839,
.,11.5375,
>,0.27454537,
<,4.32318,
.,11.7325,
>,-0.386232,
<,1.3145342,
.,11.8975,
>,-0.05683938,
<,2.0579484,
.,11.7025,
>,0.113402724,
<,2.9315062,
.,11.605,
>,-0.17143862,
<,3.0735812,
.,11.93,
>,-0.00734464,
<,2.3091328,
.,12.09,
>,0.0010277517,
<,2.0126915,
.,11.255,
>,0.03886026,
<,2.195623,
.,12.425,
>,0.10161924,
<,0.975578,
.,12.2425,
>,-0.18477601,
<,3.759015,
.,11.0675,
>,0.12993477,
<,2.2113285,
.,11.525,
>,0.2263016,
<,1.8888961,
.,11.8125,
>,0.035450652,
<,2.5568717,
.,11.505,
>,0.06331833,
<,2.3294888,
.,12.305,
>,-0.031498287,
<,4.3131347,
.,12.265,
>,0.24756117,
<,5.197055,
.,11.535,
>,0.11627902,
<,2.8028555,
.,11.8975,
>,-0.05649073,
<,3.0909476,
.,11.675,
>,0.11225806,
<,2.153648,
.,12.16,
>,0.118274584,
<,2.463038,
.,12.3675,
>,0.019595748,
<,1.5330174,
.,12.29,
>,0.111479945,
<,2.6079404,
.,12.12,
>,0.14145517,
<,2.1308532,
.,11.2575,
>,0.16637667,
<,2.2380228,
.,11.6625,
>,0.17558415,
<,3.0189013,
.,12.0275,
>,-0.066592455,
<,1.3525765,
.,12.3575,
>,-0.3763853,
<,1.6049778,
.,11.455,
>,0.15384921,
<,2.2572167,
.,12.3075,
>,-0.21878807,
<,2.3442822,
.,12.365,
>,0.25787592,
<,2.8129349,
.,11.34,
>,-0.10362871,
<,1.9364489,
.,11.5775,
>,0.13485196,
<,2.188466,
.,11.695,
>,0.15135135,
<,1.862823,
.,11.1275,
>,0.12893848,
<,2.4535255,
.,12.165,
>,-0.26314425,
<,0.81490904,
.,12.0,
>,0.22481284,
<,4.4188633,
.,11.44,
>,-0.11316637,
<,1.5047398,
.,11.9225,
>,-0.16829738,
<,1.5106199,
.,11.6375,
>,0.31580156,
<,4.0492744,
.,12.1175,
>,0.23922822,
<,2.5179205,
.,12.8125,
>,0.26470834,
<,2.9828556,
.,11.9275,
>,-0.04199421,
<,1.3085682,
.,12.225,
>,-0.03653322,
<,1.5885439,
.,11.6575,
>,-0.22585757,
<,2.0613766,
.,12.24,
>,-0.29793966,
<,2.6972835,
.,11.935,
>,0.003021963,
<,1.8336779,
.,11.26,
>,-0.04473478,
<,1.6379579,
.,11.6775,
>,-0.055093598,
<,1.1498897,
.,12.7875,
>,0.027813224,
<,1.3066499,
.,12.155,
>,-0.028017158,
<,3.0969481,
.,10.79,
>,0.041424915,
<,1.6589491,
.,10.655,
>,0.34325296,
<,1.825033,
.,11.78,
>,0.0949058,
<,2.5040772,
.,11.615,
>,-0.12298971,
<,2.4303806,
.,11.6,
>,0.08442563,
<,2.0925274,
.,11.8625,
>,0.4252406,
<,4.838441,
.,12.11,
>,0.1108966,
<,3.596159,
.,11.63,
>,0.057066597,
<,2.781515,
.,11.5225,
>,-0.12024157,
<,2.0654745,
.,12.75,
>,-0.023564141,
<,1.6885715,
.,12.81,
>,0.3069164,
<,2.1108007,
.,11.57,
>,0.21054137,
<,1.4862576,
.,12.275,
>,-0.008656951,
<,2.047361,
.,11.34,
>,-0.0618167,
<,1.0566547,
.,12.065,
>,0.0149950925,
<,2.7103603,
.,11.89,
>,0.27663362,
<,2.4866798,
.,11.85,
>,-0.16188492,
<,1.8214321,
.,12.255,
>,-0.18674321,
<,1.6209168,
.,12.6275,
>,-0.12710975,
<,3.4411855,
.,12.19,
>,0.011729271,
<,1.72106,
.,11.3575,
>,-0.07237882,
<,1.3870182,
.,11.26,
>,-0.022834431,
<,2.7545872,
.,12.3975,
>,-0.17353943,
<,3.0414743,
.,11.025,
>,0.14098506,
<,1.4650471,
.,12.34,
>,0.14137341,
<,2.7236125,
.,11.635,
>,-0.15919189,
<,2.595039,
.,11.9975,
>,-0.055706885,
<,1.74112,
.,12.335,
>,-0.287278,
<,1.4615908,
.,11.66,
>,0.30530167,
<,1.1472352,
.,12.1725,
>,0.0853163,
<,2.0098157,
.,12.1075,
>,0.07457526,
<,1.8734908,
.,11.34,
>,0.4215331,
<,3.2403538,
.,12.55,
>,-0.13071434,
<,1.3831553,
.,11.485,
>,-0.038197655,
<,1.6421337,
.,12.5975,
>,-0.07310653,
<,2.7034006,
.,12.15,
>,0.15038256,
<,1.8725512,
.,11.3425,
>,0.06663533,
<,1.6002811,
.,12.265,
>,-0.1288899,
<,2.061017,
.,11.5825,
>,-0.10511573,
<,1.7233825,
.,11.4825,
>,-0.12451194,
<,2.8714585,
.,11.62,
>,0.17512761,
<,3.5831127,
.,11.955,
>,-0.12441045,
<,3.5673177,
.,12.5075,
>,0.25179946,
<,2.3506837,
.,11.3375,
>,-0.3304482,
<,2.0889661,
.,12.11,
>,-0.05427003,
<,2.408827,
.,12.225,
>,0.04584621,
<,1.953579,
.,12.8375,
>,0.044592712,
<,3.0965135,
.,11.82,
>,-0.40898472,
<,1.7605381,
.,11.7825,
>,0.052137177,
<,2.7357645,
.,12.385,
>,0.17259216,
<,2.7445183,
.,12.9475,
>,0.17716326,
<,2.6749864,
.,12.41,
>,-0.14444923,
<,1.3025934,
.,12.58,
>,0.19923697,
<,3.2849011,
.,11.6075,
>,0.1898178,
<,3.4818828,
.,13.06,
MAX REWD: 13.06 REWD_ID: 385,
>,-0.008228466,
<,1.6874158,
.,11.645,
>,-0.319059,
<,2.0330374,
.,12.87,
>,0.20668277,
<,1.9771539,
.,12.5725,
>,-0.016934274,
<,1.134088,
.,12.525,
>,-0.17457719,
<,1.8865136,
.,11.825,
>,-0.30297923,
<,1.8647468,
.,12.2225,
>,0.13149294,
<,3.3253634,
.,11.67,
>,0.12288679,
<,2.3497558,
.,12.3475,
>,0.038748138,
<,3.1740682,
.,11.83,
>,-0.30156857,
<,2.5969963,
.,12.4225,
>,-0.3444645,
<,2.80795,
.,12.495,
>,-0.082053825,
<,1.8497006,
.,12.14,
>,0.22768259,
<,2.9342942,
.,12.595,
>,-0.17750089,
<,1.831266,
.,12.21,
>,0.124342166,
<,2.4532812,
.,12.3875,
>,-0.02157468,
<,3.1057115,
.,12.605,
>,0.09623757,
<,2.2893326,
.,12.615,
>,-0.015123103,
<,2.9419234,
.,11.9975,
>,0.07549269,
<,1.7578043,
.,11.4775,
>,-0.12543494,
<,1.8224654,
.,11.9975,
>,0.19725895,
<,4.300212,
.,12.025,
>,0.047917522,
<,1.5016371,
.,12.63,
>,-0.18302527,
<,1.1895242,
.,11.795,
>,-0.027897239,
<,1.5190995,
.,13.08,
MAX REWD: 13.08 REWD_ID: 409,
>,-0.070338525,
<,1.1748624,
.,12.33,
>,-0.1645366,
<,1.6726276,
.,11.535,
>,-0.20069441,
<,1.7388375,
.,11.49,
>,-0.2588094,
<,1.5326099,
.,12.4,
>,-0.00147818,
<,2.0893283,
.,11.675,
>,-0.01725091,
<,1.2483284,
.,12.6825,
>,-0.0039317063,
<,3.987089,
.,12.3275,
>,0.12080461,
<,2.1905692,
.,12.495,
>,0.104320124,
<,2.9151204,
.,12.2025,
>,0.12260431,
<,1.6857357,
.,11.9875,
>,-0.043371875,
<,2.499454,
.,12.2775,
>,0.22992516,
<,3.1410909,
.,12.135,
>,0.17491804,
<,2.906556,
.,12.8175,
>,0.12898035,
<,2.9560342,
.,12.3275,
>,0.17374198,
<,0.8925938,
.,12.0575,
>,0.027239928,
<,1.579321,
.,13.6025,
MAX REWD: 13.6025 REWD_ID: 425,
>,-0.111818664,
<,2.3192563,
.,12.3225,
>,0.01410422,
<,1.9729705,
.,12.7925,
>,0.0949616,
<,1.6672666,
.,13.08,
>,0.12200862,
<,1.4569896,
.,12.765,
>,-0.19460878,
<,1.9189633,
.,12.3275,
>,0.1309469,
<,2.6087239,
.,12.7775,
>,-0.3128822,
<,2.1681974,
.,11.74,
>,0.06720645,
<,0.9227957,
.,11.7425,
>,0.01025387,
<,2.6604128,
.,12.5575,
>,0.20500204,
<,2.73182,
.,12.7125,
>,0.037636206,
<,3.1766071,
.,12.6275,
>,-0.047600403,
<,3.07202,
.,12.895,
>,0.45852503,
<,2.6373367,
.,12.7825,
>,0.010996633,
<,3.120318,
.,12.7625,
>,0.08771287,
<,2.9776828,
.,11.54,
>,0.07581372,
<,2.823374,
.,12.915,
>,0.21797943,
<,3.3980045,
.,12.05,
>,-0.06715246,
<,1.319239,
.,12.475,
>,-0.3056987,
<,1.8256016,
.,11.94,
>,0.21412583,
<,1.8722044,
.,12.715,
>,0.28370872,
<,4.2511177,
.,12.2475,
>,-0.25834206,
<,1.5396773,
.,13.14,
>,-0.05607437,
<,1.6607809,
.,12.725,
>,0.24165514,
<,2.0860147,
.,12.625,
>,0.016330821,
<,2.174087,
.,12.64,
>,0.05620083,
<,1.0782025,
.,12.1175,
>,0.059974544,
<,1.857731,
.,12.13,
>,-0.14153121,
<,2.19902,
.,12.8675,
>,-0.060037374,
<,1.6872008,
.,12.8225,
>,0.045147363,
<,1.7463446,
.,12.4225,
>,0.06251741,
<,2.8505254,
.,12.785,
>,0.06031922,
<,1.387907,
.,12.5075,
>,0.38015577,
<,2.3935177,
.,13.015,
>,0.109703906,
<,4.1177273,
.,11.7175,
>,0.31952512,
<,2.5504603,
.,12.0475,
>,0.18198265,
<,3.4173188,
.,13.255,
>,-0.05977156,
<,1.8949326,
.,12.6325,
>,-0.15429439,
<,2.7211957,
.,11.8775,
>,-0.036622696,
<,2.4067233,
.,12.2475,
>,0.25124082,
<,3.375982,
.,12.885,
>,-0.17321616,
<,1.2477872,
.,11.74,
>,-0.09253967,
<,2.0088856,
.,12.935,
>,0.10000244,
<,1.9297626,
.,13.0425,
>,-0.16821007,
<,1.3534447,
.,13.1075,
>,0.005951337,
<,2.3625336,
.,12.7025,
>,0.030126048,
<,1.8043747,
.,12.2425,
>,-0.26081538,
<,1.475678,
.,12.26,
>,-0.05679732,
<,1.9725652,
.,12.8575,
>,0.06852554,
<,1.6903148,
.,12.7125,
>,0.1295177,
<,3.065638,
.,12.7425,
>,-0.11705443,
<,2.6976686,
.,12.4875,
>,0.38024986,
<,2.9261253,
.,11.8475,
>,0.14070727,
<,2.4159865,
.,12.8525,
>,0.053951774,
<,2.9200726,
.,12.7375,
>,-0.065191016,
<,2.8777394,
.,11.8975,
>,-0.076768294,
<,1.6255605,
.,12.835,
>,0.117785126,
<,1.6894711,
.,12.435,
>,0.072960116,
<,1.8743145,
.,11.775,
>,-0.047530316,
<,2.0604653,
.,12.1575,
>,0.031945568,
<,3.8036637,
.,12.4,
>,0.036899008,
<,2.8174605,
.,12.295,
>,0.04090555,
<,1.8959605,
.,13.1575,
>,-0.053050444,
<,1.4839536,
.,13.215,
>,0.100321285,
<,3.7964716,
.,13.47,
>,0.036121394,
<,1.710707,
.,13.065,
>,-0.082053855,
<,2.2473671,
.,12.335,
>,0.16516891,
<,1.5935276,
.,12.655,
>,0.11877731,
<,1.7734118,
.,12.6175,
>,0.036258038,
<,1.1654797,
.,12.595,
>,-0.15931489,
<,1.6812586,
.,12.7225,
>,-0.07542614,
<,3.077083,
.,12.3225,
>,0.109870754,
<,3.1552353,
.,12.5375,
>,-0.22969376,
<,2.5016088,
.,12.395,
>,0.12992927,
<,1.649975,
.,13.605,
MAX REWD: 13.605 REWD_ID: 499,
>,-0.21708056,
<,1.2142634,
.,12.3125,
>,0.27495602,
<,2.7885442,
.,12.9875,
>,-0.0846701,
<,1.9880347,
.,12.6075,
>,0.051878855,
<,2.7207088,
.,11.8075,
>,-0.039860163,
<,2.6692376,
.,11.525,
>,-0.1799088,
<,2.0175195,
.,13.16,
>,0.34097582,
<,3.5692875,
.,12.7075,
>,0.023163311,
<,2.475933,
.,12.9875,
>,-0.07864656,
<,1.9475858,
.,12.985,
>,-0.21558027,
<,1.4279752,
.,13.0575,
>,0.09778955,
<,1.4579091,
.,11.9425,
>,0.043120734,
<,2.0552902,
.,11.8925,
>,-0.013055055,
<,1.532622,
.,11.9675,
>,-0.12400504,
<,1.5220778,
.,12.745,
>,-0.055574566,
<,1.300957,
.,12.6325,
>,-0.03615809,
<,2.1999586,
.,13.1325,
>,-0.012868468,
<,2.4658346,
.,12.1575,
>,0.08646684,
<,1.6853535,
.,12.83,
>,0.15381256,
<,3.1412916,
.,12.8475,
>,-0.0086046485,
<,1.6753438,
.,12.535,
>,-0.15232666,
<,2.9350607,
.,11.6725,
>,-0.30959517,
<,1.4191982,
.,13.1725,
